Product ID,Customer ID,Customer Status,Date Order was placed,Delivery Date,Order ID,Quantity Ordered,Total Retail Price for This Order,Cost Price Per Unit,Product Line,Product Category,Product Group,Product Name,Supplier Country,Supplier Name,Supplier ID
210200500015,55680,Silver,06-Mar-17,07-Mar-17,123056848,1,17.8,8.25,Children,Children Sports,"Lucky Guy, Kids",Teen Lifa Ski Undershirt,US,AllSeasons Outdoor Clothing,772
210200600111,93337,Gold,05-Feb-17,05-Feb-17,123096000,1,19.8,8.45,Children,Children Sports,"N.D. Gear, Kids",O'my Children's Shorts,ES,Luna sastreria S.A.,4742
220100100198,18601,Silver,13-Feb-17,13-Feb-17,123041644,1,153.6,76.9,Clothes & Shoes,Clothes,Eclipse Clothing,Big Guy Men's Millennium Down Fill Jacket,US,Eclipse Inc,1303
220101400189,58127,Gold,13-Jan-17,13-Jan-17,123067266,1,4.8,2.2,Clothes & Shoes,Clothes,Tracker Clothes,Kaitum S.,US,3Top Sports,2963
220200100204,51812,Gold,06-Jan-17,06-Jan-17,123027722,1,80.7,40.45,Clothes & Shoes,Shoes,Eclipse Shoes,Woman's Air Reckoning Tennis,US,Eclipse Inc,1303
220200300078,80511,Silver,03-Feb-17,03-Feb-17,123082561,4,208.4,23.8,Clothes & Shoes,Shoes,Tracker Shoes,Hilly Women's Crosstrainer Shoes Large,US,3Top Sports,2963
240100100206,74789,SILVER,25-Feb-17,03-Mar-17,123004225,2,39.8,8.95,Sports,Assorted Sports Articles,Assorted Sports articles,Carribian Children's Goal Keeper Gloves,US,Teamsports Inc,5810
240100100372,54640,GOLD,25-Feb-17,01-Mar-17,123004181,3,86.4,12.3,Sports,Assorted Sports Articles,Assorted Sports articles,Oneshot 10 4/42 Black/White/Black Star,US,Teamsports Inc,5810
210200700013,74041,Gold,10-Feb-17,10-Feb-17,123023952,1,10.1,3.6,Children,Children Sports,"Olssons, Kids",Slomo Balance Children's Shoes,ES,Sportico,798
220100100214,34780,Gold,28-Jan-17,28-Jan-17,123051892,1,90.6,45.4,Clothes & Shoes,Clothes,Eclipse Clothing,Big Guy Men's Pole Poplin Warm Up,US,Eclipse Inc,1303
220100100306,26492,Silver,22-Jan-17,22-Jan-17,123018932,1,42.8,21.5,Clothes & Shoes,Clothes,Eclipse Clothing,Big Guy Men's Woven Pants,US,Eclipse Inc,1303
220100700003,37667,Silver,12-Jan-17,12-Jan-17,123060611,1,108.7,53.0,Clothes & Shoes,Clothes,Orion,Dmx 6 Shoes,CA,Fuller Trading Co.,16733
220101400061,54263,Silver,06-Mar-17,06-Mar-17,123056813,1,51.0,23.3,Clothes & Shoes,Clothes,Tracker Clothes,2bwet 3 Solid Bikini,US,3Top Sports,2963
220101400383,61255,Gold,17-Feb-17,18-Feb-17,123059702,2,96.0,23.95,Clothes & Shoes,Clothes,Tracker Clothes,N.d.gear Basic Sweat,GB,Greenline Sports Ltd,14682
220200200078,26074,Gold,11-Feb-17,11-Feb-17,123028383,1,107.7,46.8,Clothes & Shoes,Shoes,Shoes,Twain Women's Exit Low 2000 Street Shoes,US,Twain Inc,13198
230100400008,10708,GOLD,05-Jan-17,10-Jan-17,123024169,4,40.0,3.8,Outdoors,Outdoors,Knitted Accessories,Breaker Fleece Head Band,DK,Norsok A/S,4793
240100400022,93918,Gold,09-Feb-17,09-Feb-17,123016879,1,187.3,87.35,Sports,Assorted Sports Articles,Skates,Bladeline Zx 7-Men's Fitness In-Line,US,Roll-Over Inc,3815
220100700002,93129,Silver,16-Jan-17,18-Jan-17,123082208,2,339.0,80.85,Clothes & Shoes,Clothes,Orion,Dmx 10 Women's Aerobic Shoes,CA,Fuller Trading Co.,16733
220100700046,5711,Gold,18-Jan-17,18-Jan-17,123096204,1,137.4,65.5,Clothes & Shoes,Clothes,Orion,Tcp 6 Men's Running Shoes,CA,Fuller Trading Co.,16733
220101400061,47727,Silver,03-Jan-17,03-Jan-17,123014746,2,102.0,23.3,Clothes & Shoes,Clothes,Tracker Clothes,2bwet 3 Solid Bikini,US,3Top Sports,2963
220200100129,93447,GOLD,09-Jan-17,12-Jan-17,123047429,1,78.6,38.75,Clothes & Shoes,Shoes,Eclipse Shoes,Big Guy Men's International Triax Shoes,US,Eclipse Inc,1303
240100400062,30304,Gold,03-Feb-17,03-Feb-17,123081383,1,113.2,54.0,Sports,Assorted Sports Articles,Skates,Pro-roll Lazer Roller Skates,PT,Magnifico Sports,1684
240100400021,52291,Silver,09-Feb-17,10-Feb-17,123014779,2,183.2,45.75,Sports,Assorted Sports Articles,Skates,Bladeline S-Fitness In-Line Skates,US,Roll-Over Inc,3815
210200500006,38783,SILVER,23-Jan-17,25-Jan-17,123022310,1,24.0,11.95,Children,Children Sports,"Lucky Guy, Kids","Rain Suit, Plain w/backpack Jacket",US,AllSeasons Outdoor Clothing,772
220200100099,30329,Silver,18-Feb-17,20-Feb-17,123068515,1,157.8,79.0,Clothes & Shoes,Shoes,Eclipse Shoes,Big Guy Men's Air Tuned Sirocco Shoes,US,Eclipse Inc,1303
240400300029,53687,Silver,21-Jan-17,21-Jan-17,123013696,1,6.8,2.75,Sports,Racket Sports,Tennis,Smasher 4-Pak Socks,GB,British Sports Ltd,1280
240500200039,54753,Silver,15-Feb-17,15-Feb-17,123049844,3,80.7,12.2,Sports,Running - Jogging,Running Clothes,Bike-glove Biking Gloves,BE,Force Sports,5922
240400200049,34110,SILVER,12-Jan-17,16-Jan-17,123060562,1,89.9,42.9,Sports,Racket Sports,Racket Sports,Grandslam Graphite Pro Ti 95 Tennis Racket,GB,GrandSlam Sporting Goods Ltd,17832
240400300039,2769,Silver,16-Jan-17,16-Jan-17,123085847,1,19.6,7.9,Sports,Racket Sports,Tennis,Smasher Tights,GB,British Sports Ltd,1280
240200100040,42708,Gold,11-Jan-17,11-Jan-17,123057471,1,21.6,10.9,Sports,Golf,Golf,"Bretagne Difference Women's Golf Glove, left",NL,Van Dammeren International,2995
240700300002,9659,GOLD,16-Feb-17,16-Feb-17,123056474,1,21.99,7.25,Sports,Team Sports,Basket Ball,Basket Ball Pro,US,HighPoint Trading,10225
240800200001,19199,Gold,19-Feb-17,22-Feb-17,123075237,5,847.5,67.8,Sports,Winter Sports,Winter Sports,Massif  Bandit L Ski Axial,FR,Massif S.A.,13199
240500200081,47293,Silver,09-Jan-17,13-Jan-17,123045011,1,126.8,52.9,Sports,Running - Jogging,Running Clothes,Force Micro Men's Suit,BE,Force Sports,5922
240700200005,18331,Gold,01-Feb-17,02-Feb-17,123073506,1,6.0,2.85,Sports,Team Sports,Baseball,Baseball White Large,US,Top Sports Inc,14648
240700400007,84492,Silver,12-Jan-17,12-Jan-17,123063123,1,18.3,8.1,Sports,Team Sports,Soccer,Big-Jim 22 Goalkeeper Gloves,US,Teamsports Inc,5810
220100100312,33051,Gold,04-Mar-17,04-Mar-17,123044866,1,18.5,9.35,Clothes & Shoes,Clothes,Eclipse Clothing,Bleached Canvas Cap,US,Eclipse Inc,1303
220100100468,48144,Gold,25-Feb-17,25-Feb-17,123005018,1,90.2,45.05,Clothes & Shoes,Clothes,Eclipse Clothing,Watchit 42 Watch Shadow/Black,US,Eclipse Inc,1303
220100300038,4322,Silver,03-Mar-17,03-Mar-17,123037440,1,141.2,57.95,Clothes & Shoes,Clothes,Knitwear,Mayday Riders Pullover,US,Mayday Inc,4646
220100800052,59179,Gold,03-Jan-17,03-Jan-17,123012715,1,85.4,40.7,Clothes & Shoes,Clothes,Orion Clothing,Original Nylon Jacket,CA,Fuller Trading Co.,16733
220101400171,9313,Silver,21-Feb-17,21-Feb-17,123086259,1,34.7,15.8,Clothes & Shoes,Clothes,Tracker Clothes,High Impact Bra,US,3Top Sports,2963
230100100005,10485,Silver,05-Mar-17,05-Mar-17,123048645,1,156.9,66.75,Outdoors,Outdoors,Anoraks & Parkas,Jacket Murray,ES,Luna sastreria S.A.,4742
230100100036,9398,Gold,19-Feb-17,19-Feb-17,123075043,2,68.6,15.95,Outdoors,Outdoors,Anoraks & Parkas,Brisbane Men's Shorts,NO,Scandinavian Clothing A/S,50
230100500094,84630,Gold,07-Mar-17,07-Mar-17,123057548,1,86.6,34.1,Outdoors,Outdoors,Outdoor Gear,"Men's Pants, Basic",US,Mayday Inc,4646
240100100074,46539,Silver,22-Jan-17,22-Jan-17,123015250,1,84.0,38.35,Sports,Assorted Sports Articles,Assorted Sports articles,Limit Classic,ES,Bianco Trading S.A.,17922
240100100171,2604,Silver,10-Jan-17,10-Jan-17,123050305,1,7.3,3.3,Sports,Assorted Sports Articles,Assorted Sports articles,Aquille Nikwax 125 Ml.,DE,Schroeder Trim GmBH,6246
240100100511,57013,Gold,24-Feb-17,01-Mar-17,123003829,1,14.1,6.2,Sports,Assorted Sports Articles,Assorted Sports articles,Topnotch Goalkeeper Gloves,US,Teamsports Inc,5810
240100100592,32933,Silver,25-Jan-17,25-Jan-17,123032094,2,38.2,7.7,Sports,Assorted Sports Articles,Assorted Sports articles,Fleece Cap,ES,Luna sastreria S.A.,4742
240100200002,22900,Silver,09-Mar-17,09-Mar-17,123069930,1,15.3,6.05,Sports,Assorted Sports Articles,Darts,Aim4it 18 Gram Softtip Pil,GB,Royal Darts Ltd,4514
220101200008,62167,GOLD,29-Jan-17,29-Jan-17,123058271,1,35.7,14.3,Clothes & Shoes,Clothes,Street Wear,Anthony Bork Nils Pique T-Shirt,US,Mayday Inc,4646
230100200029,10031,Gold,14-Feb-17,06-Mar-17,123048105,1,196.8,89.55,Outdoors,Outdoors,Backpacks,Jaguar 50-75 Liter Blue Women's Backpack,AU,Toto Outdoor Gear,10692
230100600030,13162,Silver,31-Jan-17,02-Feb-17,123068977,2,172.6,41.4,Outdoors,Outdoors,Sleepingbags,"Outback Sleeping Bag, Large,Left,Blue/Black",DK,Top Sports,755
240100100251,1809,Silver,27-Jan-17,01-Feb-17,123045518,1,203.9,95.1,Sports,Assorted Sports Articles,Assorted Sports articles,Extra Turbo 33 Classic Side-By-Side,US,Roll-Over Inc,3815
220200100211,25127,Gold,06-Feb-17,06-Feb-17,123001297,1,103.5,51.85,Clothes & Shoes,Shoes,Eclipse Shoes,Woman's Air Stormy,US,Eclipse Inc,1303
220200200054,88016,Gold,27-Feb-17,27-Feb-17,123016893,1,195.7,97.95,Clothes & Shoes,Shoes,Shoes,Soft Kayano Men's Running Shoes,US,Pro Sportswear Inc,1747
230100600003,640,Gold,20-Jan-17,20-Jan-17,123005964,1,17.2,7.55,Outdoors,Outdoors,Sleepingbags,"Sheet Sleeping Bag, Red",GB,Outback Outfitters Ltd,16422
240100100556,36806,Gold,16-Jan-17,16-Jan-17,123084828,1,111.8,49.0,Sports,Assorted Sports Articles,Assorted Sports articles,Chris Rain Pants,ES,Luna sastreria S.A.,4742
240100100703,4907,Gold,21-Jan-17,21-Jan-17,123011336,2,159.8,34.3,Sports,Assorted Sports Articles,Assorted Sports articles,Stream Sweatshirt with Tube,ES,Luna sastreria S.A.,4742
240100300006,73728,SILVER,03-Mar-17,03-Mar-17,123036650,1,51.5,22.8,Sports,Assorted Sports Articles,Petanque - Boule,Petanque Balls Chromium 8-pack,GB,Royal Darts Ltd,4514
230100100058,83212,Gold,28-Feb-17,28-Feb-17,123024244,2,96.6,20.5,Outdoors,Outdoors,Anoraks & Parkas,Tasmania Men's Shirt,NO,Scandinavian Clothing A/S,50
240100400062,79481,Silver,28-Jan-17,28-Jan-17,123051006,1,113.2,54.0,Sports,Assorted Sports Articles,Skates,Pro-roll Lazer Roller Skates,PT,Magnifico Sports,1684
220200100060,58413,Silver,12-Jan-17,17-Jan-17,123060810,1,55.4,29.35,Clothes & Shoes,Shoes,Eclipse Shoes,Big Guy Men's Air One Eighty  Shoes,US,Eclipse Inc,1303
240200100052,51744,Silver,03-Feb-17,03-Feb-17,123080730,2,199.4,51.4,Sports,Golf,Golf,Bretagne Stabilities Tg Men's Golf Shoes,NL,Van Dammeren International,2995
240400200095,15236,Gold,19-Feb-17,22-Feb-17,123075195,1,223.6,101.6,Sports,Racket Sports,Racket Sports,Smasher Super Rq Ti-700 Long Tennis Racket,GB,British Sports Ltd,1280
240800100072,51365,Silver,24-Feb-17,24-Feb-17,123001535,2,951.2,193.1,Sports,Winter Sports,Ski Dress,Mayday Soul Pro 3-In-1 Jacket,US,Mayday Inc,4646
240600100004,86442,Gold,12-Jan-17,12-Jan-17,123060039,2,107.8,22.35,Sports,Swim Sports,Bathing Suits,Electric Perform.Swim Suit,US,Dolphin Sportswear Inc,16292
240300200017,65728,Silver,22-Jan-17,22-Jan-17,123019868,2,110.8,25.15,Sports,Indoor Sports,Gymnastic Clothing,Cougar Capri Gym Pants,US,SD Sporting Goods Inc,13710
220100100470,92587,Silver,29-Jan-17,04-Feb-17,123053252,2,215.0,53.7,Clothes & Shoes,Clothes,Eclipse Clothing,Watchit 50 Black/Silver,US,Eclipse Inc,1303
220100100566,88608,Silver,28-Feb-17,04-Mar-17,123020651,2,118.0,29.6,Clothes & Shoes,Clothes,Eclipse Clothing,Woman's Mandarin Unitar,US,Eclipse Inc,1303
220101400051,44883,Gold,27-Jan-17,28-Jan-17,123042552,1,111.1,50.65,Clothes & Shoes,Clothes,Tracker Clothes,Warm Up Cotton,US,3Top Sports,2963
220101400070,8070,Gold,28-Jan-17,28-Jan-17,123051253,1,36.7,16.75,Clothes & Shoes,Clothes,Tracker Clothes,Anytime Pants,US,3Top Sports,2963
220101400086,19538,GOLD,29-Jan-17,29-Jan-17,123057037,1,23.6,10.85,Clothes & Shoes,Clothes,Tracker Clothes,Casual Crossover Backpack,US,3Top Sports,2963
230100100063,78263,Silver,16-Feb-17,17-Feb-17,123057563,2,689.6,158.1,Outdoors,Outdoors,Anoraks & Parkas,Tx Peak Parka,US,Miller Trading Inc,15218
230100600015,19906,Silver,17-Feb-17,21-Feb-17,123063604,1,78.2,39.2,Outdoors,Outdoors,Sleepingbags,"Expedition Zero,Medium,Left,Charcoal",DK,Top Sports,755
240100100145,25968,SILVER,07-Feb-17,08-Feb-17,123004474,2,8.8,1.9,Sports,Assorted Sports Articles,Assorted Sports articles,Wax 102 Ml.,DE,Schroeder Trim GmBH,6246
210201000009,7574,SILVER,01-Jan-17,05-Jan-17,123004074,1,21.7,9.95,Children,Children Sports,Tracker Kid's Clothes,Children's Tee,US,3Top Sports,2963
210201000125,86361,Gold,06-Feb-17,06-Feb-17,123001091,1,51.3,23.4,Children,Children Sports,Tracker Kid's Clothes,Toddler Fleece Suit,US,3Top Sports,2963
220200300062,77987,SILVER,23-Jan-17,27-Jan-17,123023560,2,209.4,47.65,Clothes & Shoes,Shoes,Tracker Shoes,Damaskus Women's Running Shoes,US,3Top Sports,2963
220200300124,94123,Gold,20-Jan-17,20-Jan-17,123005548,3,207.0,31.4,Clothes & Shoes,Shoes,Tracker Shoes,The Jet Men's Running Shoes,US,3Top Sports,2963
230100500024,17424,Silver,29-Jan-17,29-Jan-17,123052798,2,45.8,10.85,Outdoors,Outdoors,Outdoor Gear,"Small Belt Bag, Black",DK,Top Sports,755
210201000081,45031,Silver,03-Jan-17,03-Jan-17,123017122,1,27.7,12.4,Children,Children Sports,Tracker Kid's Clothes,Nwt Jogging Children's track Pants,US,3Top Sports,2963
220100300001,9274,Silver,09-Feb-17,11-Feb-17,123017545,2,180.4,38.3,Clothes & Shoes,Clothes,Knitwear,Fleece Jacket Compass,US,AllSeasons Outdoor Clothing,772
220200200045,22444,Silver,27-Jan-17,27-Jan-17,123044450,2,226.0,51.45,Clothes & Shoes,Shoes,Shoes,Soft Gt 2040 Women's Running Shoes,US,Pro Sportswear Inc,1747
240100200003,54941,Gold,04-Jan-17,06-Jan-17,123020838,2,64.8,13.65,Sports,Assorted Sports Articles,Darts,Aim4it 80% Tungsten 21 Gram,GB,Royal Darts Ltd,4514
210200100005,8155,Silver,28-Jan-17,28-Jan-17,123049816,1,13.0,5.75,Children,Children Sports,"A-Team, Kids",A-team Children's T-Shirt,US,A Team Sports,3298
240700100012,3644,Gold,25-Feb-17,25-Feb-17,123007861,1,21.99,9.1,Sports,Team Sports,American Football,Football - Helmet S,US,A Team Sports,3298
240800100041,27671,Silver,19-Feb-17,19-Feb-17,123072069,5,1462.5,121.75,Sports,Winter Sports,Ski Dress,Helmsdale Ski Jacket,US,AllSeasons Outdoor Clothing,772
240500200027,3258,Silver,09-Feb-17,13-Feb-17,123018750,1,53.9,22.45,Sports,Running - Jogging,Running Clothes,Alfredo Long Coolmax Women's Tights,BE,Force Sports,5922
240500200104,90295,Gold,16-Jan-17,19-Jan-17,123083307,2,108.0,22.5,Sports,Running - Jogging,Running Clothes,Romano Women's Classic Jacket,BE,Force Sports,5922
240600100196,11107,Silver,12-Jan-17,12-Jan-17,123063254,1,57.8,25.5,Sports,Swim Sports,Bathing Suits,Swim Suit with Zipper,ES,Luna sastreria S.A.,4742
210200200017,92382,Gold,05-Feb-17,07-Feb-17,123092933,3,123.0,17.85,Children,Children Sports,"Bathing Suits, Kids",Sunfit Maximum Swim Suit Jr.,US,Nautlius SportsWear Inc,6153
210200300119,89162,Gold,27-Jan-17,27-Jan-17,123041905,2,79.2,19.75,Children,Children Sports,"Eclipse, Kid's Clothes",Watchit Watches Blue/Grashopper,US,Eclipse Inc,1303
210201000020,42246,Silver,23-Jan-17,24-Jan-17,123025045,1,34.1,15.55,Children,Children Sports,Tracker Kid's Clothes,Aac Shorts,US,3Top Sports,2963
210201000157,35437,Gold,21-Feb-17,21-Feb-17,123086035,1,39.8,18.2,Children,Children Sports,Tracker Kid's Clothes,Wa.sweatshirt Sweatshirt with Hood,US,3Top Sports,2963
210201100009,37966,Silver,16-Jan-17,17-Jan-17,123084838,1,26.3,11.45,Children,Children Sports,"Ypsilon, Kids",Ypsilon Hallen Children's Shorts,FR,Ypsilon S.A.,14624
240100100452,23198,Gold,15-Feb-17,20-Feb-17,123052626,2,79.0,19.25,Sports,Assorted Sports Articles,Assorted Sports articles,Soccer Fan Children's Football Player Shirt L,GB,SportsFan Products Ltd,6071
210200900022,75510,Silver,02-Jan-17,02-Jan-17,123008247,1,11.4,5.15,Children,Children Sports,"Osprey, Kids",Osprey Childen's Seperates Shorts,US,Triple Sportswear Inc,3664
220100100207,34238,Gold,14-Jan-17,14-Jan-17,123075675,4,218.8,27.45,Clothes & Shoes,Clothes,Eclipse Clothing,Big Guy Men's  Fleece Hood,US,Eclipse Inc,1303
220100100410,57756,Silver,05-Jan-17,08-Jan-17,123024330,1,11.2,5.7,Clothes & Shoes,Clothes,Eclipse Clothing,Toto Tube Socks,US,Eclipse Inc,1303
220100100458,57270,Silver,06-Jan-17,07-Jan-17,123029600,1,122.4,61.15,Clothes & Shoes,Clothes,Eclipse Clothing,Watchit 300 Red/Silver,US,Eclipse Inc,1303
220100100629,34856,Silver,07-Feb-17,07-Feb-17,123005575,1,53.3,26.75,Clothes & Shoes,Clothes,Eclipse Clothing,Woman's Winter Tights,US,Eclipse Inc,1303
220100400022,58223,Gold,07-Feb-17,07-Feb-17,123008397,1,98.9,47.7,Clothes & Shoes,Clothes,LSF,Ultra M803 Ng Men's Street Shoes,US,Ultra Sporting Goods Inc,5503
220100500020,6040,Gold,03-Feb-17,03-Feb-17,123084728,1,104.4,46.25,Clothes & Shoes,Clothes,Leisure,Van Damme Women's Fleece Pullover,NL,Van Dammeren International,2995
220101400126,92062,Gold,07-Feb-17,07-Feb-17,123009028,2,82.2,18.4,Clothes & Shoes,Clothes,Tracker Clothes,Centercourt Women's Tennis Skirt,US,3Top Sports,2963
220101400342,57720,Gold,12-Jan-17,16-Jan-17,123062962,1,175.7,79.9,Clothes & Shoes,Clothes,Tracker Clothes,Top Snowboard Jacket,US,3Top Sports,2963
220200200054,18655,GOLD,28-Feb-17,28-Feb-17,123020994,1,195.7,97.95,Clothes & Shoes,Shoes,Shoes,Soft Kayano Men's Running Shoes,US,Pro Sportswear Inc,1747
230100100012,61208,Silver,13-Feb-17,13-Feb-17,123038025,2,358.6,82.0,Outdoors,Outdoors,Anoraks & Parkas,Jacket Talkeetna,US,Miller Trading Inc,15218
230100500077,84160,Gold,18-Feb-17,18-Feb-17,123069275,1,173.0,72.75,Outdoors,Outdoors,Outdoor Gear,Jl Legacy Curig I.A.Jacket,US,AllSeasons Outdoor Clothing,772
240100100362,59447,SILVER,14-Jan-17,14-Jan-17,123072220,1,10.2,4.45,Sports,Assorted Sports Articles,Assorted Sports articles,Multi Tool,US,Roll-Over Inc,3815
240100400050,51759,SILVER,18-Jan-17,18-Jan-17,123095136,1,187.2,140.0,Sports,Assorted Sports Articles,Skates,Pro-roll Axsys Roller Skates,PT,Magnifico Sports,1684
220200100171,20734,Gold,16-Jan-17,19-Jan-17,123086302,2,112.6,31.05,Clothes & Shoes,Shoes,Eclipse Shoes,Woman's Air Amend Mid,US,Eclipse Inc,1303
220200200054,56212,Gold,31-Jan-17,31-Jan-17,123068405,1,195.7,97.95,Clothes & Shoes,Shoes,Shoes,Soft Kayano Men's Running Shoes,US,Pro Sportswear Inc,1747
220100500018,73724,Silver,04-Feb-17,04-Feb-17,123089787,1,65.8,30.0,Clothes & Shoes,Clothes,Leisure,"Van Damme Polo Pique,100% Cotton",NL,Van Dammeren International,2995
230100500092,55887,GOLD,23-Jan-17,23-Jan-17,123025524,1,115.6,48.15,Outdoors,Outdoors,Outdoor Gear,Mayday Sports Pullover,US,Mayday Inc,4646
230100600031,89209,SILVER,14-Jan-17,18-Jan-17,123073056,1,88.5,42.45,Outdoors,Outdoors,Sleepingbags,"Outback Sleeping Bag, Large,Right, Blue/Black",DK,Top Sports,755
240200100152,77311,Silver,26-Feb-17,26-Feb-17,123012762,1,293.9,168.05,Sports,Golf,Golf,Lady Super Steel Driver+Fair+Bubble,US,Twain Inc,13198
240300300104,82998,Silver,01-Mar-17,01-Mar-17,123026671,1,55.0,23.45,Sports,Indoor Sports,Top Trim,Top Trackster Tights,US,Top Sports Inc,14648
240600100102,28682,SILVER,12-Feb-17,12-Feb-17,123032601,1,44.9,19.25,Sports,Swim Sports,Bathing Suits,Sunfit Luffa Bikini,US,Nautlius SportsWear Inc,6153
240200200082,70915,Silver,23-Jan-17,23-Jan-17,123021833,1,52.8,21.3,Sports,Golf,Golf Clothes,Top Of Florence Cable Knitwear,FR,ToughWear S.A.,17501
240300200034,9867,Silver,03-Jan-17,05-Jan-17,123011989,3,146.1,22.1,Sports,Indoor Sports,Gymnastic Clothing,Cougar Shorts,US,SD Sporting Goods Inc,13710
240400200035,61452,GOLD,10-Feb-17,10-Feb-17,123020481,2,121.2,27.5,Sports,Racket Sports,Racket Sports,Bag  Tit.Pro,FR,Le Blanc S.A.,13079
240500200092,62334,GOLD,23-Jan-17,27-Jan-17,123025675,2,65.4,15.7,Sports,Running - Jogging,Running Clothes,Maxrun Running T-Shirt,BE,Force Sports,5922
210200500006,77475,Gold,06-Jan-17,06-Jan-17,123029095,1,24.0,11.95,Children,Children Sports,"Lucky Guy, Kids","Rain Suit, Plain w/backpack Jacket",US,AllSeasons Outdoor Clothing,772
220100100405,85750,Gold,07-Feb-17,08-Feb-17,123008566,1,12.0,6.05,Clothes & Shoes,Clothes,Eclipse Clothing,Toto Band Socks (3-pack) L,US,Eclipse Inc,1303
